'Date';'DAX';'S+ACY-P 500'
'2002+AC0-06+AC0-12';4510.189941;1076.319946
'2002+AC0-06+AC0-11';4606.089844;1091.47998
'2002+AC0-06+AC0-10';4589.259766;1093.140015
'2002+AC0-06+AC0-07';4610.180176;1100.959961
'2002+AC0-06+AC0-06';4657.52002;1107.829956
'2002+AC0-06+AC0-05';4624.310059;1125.170044
'2002+AC0-06+AC0-04';4625.790039;1124.469971
'2002+AC0-06+AC0-03';4747.950195;1126.069946
'2002+AC0-05+AC0-31';4818.299805;1128.369995
'2002+AC0-05+AC0-30';4761.959961;1102.550049
'2002+AC0-05+AC0-29';4881.799805;1111.01001
'2002+AC0-05+AC0-28';4918.580078;1103.689941
'2002+AC0-05+AC0-27';4961.540039;1130.469971
'2002+AC0-05+AC0-24';4899.129883;1117.800049
'2002+AC0-05+AC0-23';4879.5;1125.290039
'2002+AC0-05+AC0-22';4919.5;1122.72998
'2002+AC0-05+AC0-21';4984.609863;1126.339966
'2002+AC0-05+AC0-20';4998.990234;1125.400024
'2002+AC0-05+AC0-17';5036.410156;1136.76001
'2002+AC0-05+AC0-16';5047.450195;1146.540039
'2002+AC0-05+AC0-15';5072.390137;1147.390015
'2002+AC0-05+AC0-14';5049.080078;1144.579956
'2002+AC0-05+AC0-13';4975.47998;1138.48999
'2002+AC0-05+AC0-10';4871.700195;1131.869995
'2002+AC0-05+AC0-09';4966.47998;1148.699951
'2002+AC0-05+AC0-08';5028.589844;1153.589966
'2002+AC0-05+AC0-07';4872.410156;1151.849976
'2002+AC0-05+AC0-06';4880.669922;1170.290039
'2002+AC0-05+AC0-03';4882.77002;1165.550049
'2002+AC0-05+AC0-02';4964.560059;1166.160034
'2002+AC0-04+AC0-30';5041.200195;1153.040039
'2002+AC0-04+AC0-29';5008.040039;1154.089966
'2002+AC0-04+AC0-26';5000.379883;1165.579956
'2002+AC0-04+AC0-25';5054.410156;1168.26001
'2002+AC0-04+AC0-24';5160.140137;1164.310059
'2002+AC0-04+AC0-23';5192.100098;1157.540039
'2002+AC0-04+AC0-22';5205.47998;1162.77002
'2002+AC0-04+AC0-19';5284.549805;1146.140015
'2002+AC0-04+AC0-18';5262.879883;1153.839966
'2002+AC0-04+AC0-17';5318.549805;1131.780029
'2002+AC0-04+AC0-16';5343.879883;1106.72998
'2002+AC0-04+AC0-15';5244.200195;1109.890015
'2002+AC0-04+AC0-12';5189.649902;1109.380005
'2002+AC0-04+AC0-11';5162.959961;1109.430054
'2002+AC0-04+AC0-10';5265.359863;1089.839966
'2002+AC0-04+AC0-09';5170.25;1080.949951
'2002+AC0-04+AC0-08';5180.330078;1097.97998
'2002+AC0-04+AC0-05';5260.529785;1083.339966
'2002+AC0-04+AC0-04';5254.950195;1104.180054
'2002+AC0-04+AC0-03';5281.839844;1116.47998
'2002+AC0-04+AC0-02';5311.080078;1118.51001
'2002+AC0-03+AC0-28';5397.290039;1107.5
'2002+AC0-03+AC0-27';5348;1111.939941
'2002+AC0-03+AC0-26';5390.589844;1096.219971
'2002+AC0-03+AC0-25';5317.379883;1080.170044
'2002+AC0-03+AC0-22';5366.129883;1083.51001
'2002+AC0-03+AC0-21';5348.680176;1090.02002
'2002+AC0-03+AC0-20';5364.700195;1094.439941
'2002+AC0-03+AC0-19';5462.549805;1122.199951
'2002+AC0-03+AC0-18';5426.040039;1130.199951
'2002+AC0-03+AC0-15';5401.109863;1113.569946
'2002+AC0-03+AC0-14';5276.870117;1100.640015
'2002+AC0-03+AC0-13';5245.990234;1133.060059
'2002+AC0-03+AC0-12';5275.810059;1133.280029
'2002+AC0-03+AC0-11';5340.669922;1132.150024
'2002+AC0-03+AC0-08';5359.549805;1128.180054
'2002+AC0-03+AC0-07';5289.430176;1119.310059
'2002+AC0-03+AC0-06';5285.259766;1127.579956
'2002+AC0-03+AC0-05';5228.669922;1138.880005
'2002+AC0-03+AC0-04';5245.839844;1127.569946
'2002+AC0-03+AC0-01';5097.410156;1146.189941
'2002+AC0-02+AC0-28';5039.080078;1138.410034
'2002+AC0-02+AC0-27';4960.220215;1145.599976
'2002+AC0-02+AC0-26';4897.75;1156.550049
'2002+AC0-02+AC0-25';4863.540039;1155.140015
'2002+AC0-02+AC0-22';4745.580078;1160.709961
'2002+AC0-02+AC0-21';4850.72998;1164.890015
'2002+AC0-02+AC0-20';4780.240234;1172.51001
'2002+AC0-02+AC0-19';4764.049805;1165.27002
'2002+AC0-02+AC0-18';4871.759766;1154.670044
'2002+AC0-02+AC0-15';4862.600098;1148.079956
'2002+AC0-02+AC0-14';4973.77002;1161.02002
'2002+AC0-02+AC0-13';4935.350098;1157.130005
'2002+AC0-02+AC0-12';4884.779785;1149.369995
'2002+AC0-02+AC0-11';4940;1144.650024
'2002+AC0-02+AC0-08';4835.950195;1144.890015
'2002+AC0-02+AC0-07';4862.620117;1139.930054
'2002+AC0-02+AC0-06';4804.410156;1149.560059
'2002+AC0-02+AC0-05';4936.75;1142.920044
'2002+AC0-02+AC0-04';4984.47998;1134.359985
'2002+AC0-02+AC0-01';5097.060059;1123.089966
'2002+AC0-01+AC0-31';5107.609863;1119.380005
'2002+AC0-01+AC0-30';5052.200195;1137.069946
'2002+AC0-01+AC0-29';5084.52002;1136.76001
'2002+AC0-01+AC0-28';5159.02002;1139.930054
'2002+AC0-01+AC0-25';5156.629883;1158.310059
'2002+AC0-01+AC0-24';5170.439941;1167.099976
'2002+AC0-01+AC0-23';5163.029785;1170.349976
'2002+AC0-01+AC0-22';5045.720215;1144.800049
'2002+AC0-01+AC0-21';5069.740234;1129.900024
'2002+AC0-01+AC0-18';5122.22998;1139.449951
'2002+AC0-01+AC0-17';5133.399902;1140.199951
'2002+AC0-01+AC0-16';4984.200195;1128.52002
'2002+AC0-01+AC0-15';5062.040039;1149.5
'2002+AC0-01+AC0-14';5065.839844;1157.420044
'2002+AC0-01+AC0-11';5209.970215;1150.339966
'2002+AC0-01+AC0-10';5228.109863;1137.030029
'2002+AC0-01+AC0-09';5288.209961;1142.660034
'2002+AC0-01+AC0-08';5236.370117;1151.060059
'2002+AC0-01+AC0-07';5232.220215;1138.650024
'2002+AC0-01+AC0-04';5318.72998;1142.23999
'2002+AC0-01+AC0-03';5270.290039;1141.209961
'2002+AC0-01+AC0-02';5167.879883;1139.089966
'2001+AC0-12+AC0-28';5160.100098;1118.329956
'2001+AC0-12+AC0-27';5117.129883;1120.310059
'2001+AC0-12+AC0-21';5019.009766;1118.540039
'2001+AC0-12+AC0-20';4934.140137;1115.800049
'2001+AC0-12+AC0-19';4984.689941;1118.859985
'2001+AC0-12+AC0-18';5039.640137;1102.839966
'2001+AC0-12+AC0-17';5067.990234;1087.199951
'2001+AC0-12+AC0-14';4909.419922;1084.099976
'2001+AC0-12+AC0-13';4966.049805;1059.780029
'2001+AC0-12+AC0-12';5062.560059;1059.790039
'2001+AC0-12+AC0-11';5146.450195;1078.300049
'2001+AC0-12+AC0-10';5124.680176;1104.609985
'2001+AC0-12+AC0-07';5199.029785;1100.089966
'2001+AC0-12+AC0-06';5271.290039;1085.199951
'2001+AC0-12+AC0-05';5262.75;1084.780029
'2001+AC0-12+AC0-04';5013.990234;1089.900024
'2001+AC0-12+AC0-03';4988.439941;1073.47998
'2001+AC0-11+AC0-30';4989.910156;1068.609985
'2001+AC0-11+AC0-29';4936.080078;1077.089966
'2001+AC0-11+AC0-28';4915.950195;1097.540039
'2001+AC0-11+AC0-27';5059.569824;1089.97998
'2001+AC0-11+AC0-26';5114.120117;1091.650024
'2001+AC0-11+AC0-23';5150.970215;1097.430054
'2001+AC0-11+AC0-22';5124.540039;1080.98999
'2001+AC0-11+AC0-21';5087.029785;1056.75
'2001+AC0-11+AC0-20';5096.180176;1062.439941
'2001+AC0-11+AC0-19';5185.100098;1071.380005
'2001+AC0-11+AC0-16';5062.640137;1069.630005
'2001+AC0-11+AC0-15';5006.330078;1072.280029
'2001+AC0-11+AC0-14';4953.529785;1051.329956
'2001+AC0-11+AC0-13';4946.970215;1038.550049
'2001+AC0-11+AC0-12';4820.370117;1040.939941
'2001+AC0-11+AC0-09';4910.069824;1018.609985
'2001+AC0-11+AC0-08';4993.569824;1007.039978
'2001+AC0-11+AC0-07';4860.660156;1012.27002
'2001+AC0-11+AC0-06';4707.649902;1003.450012
'2001+AC0-11+AC0-05';4755.109863;965.799988
'2001+AC0-11+AC0-02';4583.310059;984.539978
'2001+AC0-11+AC0-01';4636.129883;1016.099976
'2001+AC0-10+AC0-31';4559.129883;1032.73999
'2001+AC0-10+AC0-30';4543.97998;1038.77002
'2001+AC0-10+AC0-29';4660.350098;1092.540039
'2001+AC0-10+AC0-26';4820.259766;1085.780029
'2001+AC0-10+AC0-25';4715.600098;1106.400024
'2001+AC0-10+AC0-24';4811.819824;1131.73999
'2001+AC0-10+AC0-23';4704.220215;1132.939941
'2001+AC0-10+AC0-22';4619.319824;1133.579956
'2001+AC0-10+AC0-19';4513.529785;1129.030029
'2001+AC0-10+AC0-18';4574.370117;1148.560059
'2001+AC0-10+AC0-17';4644.819824;1161.51001
'2001+AC0-10+AC0-16';4626.47998;1179.209961
'2001+AC0-10+AC0-15';4548.47998;1184.930054
'2001+AC0-10+AC0-12';4625.129883;1162.089966
'2001+AC0-10+AC0-11';4718.459961;1165.310059
'2001+AC0-10+AC0-10';4613.189941;1157.26001
'2001+AC0-10+AC0-09';4472.419922;1171.410034
'2001+AC0-10+AC0-08';4495.149902;1161.969971
'2001+AC0-10+AC0-05';4487.689941;1181.660034
'2001+AC0-10+AC0-04';4548.129883;1178.02002
'2001+AC0-10+AC0-03';4436.660156;1186.72998
'2001+AC0-10+AC0-02';4304.200195;1191.290039
'2001+AC0-10+AC0-01';4239.970215;1190.160034
'2001+AC0-09+AC0-28';4308.149902;1183.430054
'2001+AC0-09+AC0-27';4184.5;1183.530029
'2001+AC0-09+AC0-26';4095.320068;1204.400024
'2001+AC0-09+AC0-25';4009.120117;1200.47998
'2001+AC0-09+AC0-24';4038.689941;1214.349976
'2001+AC0-09+AC0-21';3787.22998;1220.75
'2001+AC0-09+AC0-20';3809.669922;1215.930054
'2001+AC0-09+AC0-19';4041.800049;1211.22998
'2001+AC0-09+AC0-18';4194.850098;1204.52002
'2001+AC0-09+AC0-17';4243.680176;1205.819946
'2001+AC0-09+AC0-14';4115.97998;1202.930054
'2001+AC0-09+AC0-13';4392.399902;1190.48999
'2001+AC0-09+AC0-12';4369.569824;1171.650024
'2001+AC0-09+AC0-10';4670.129883;1191.030029
'2001+AC0-09+AC0-07';4730.669922;1210.849976
'2001+AC0-09+AC0-06';4875.370117;1215.02002
'2001+AC0-09+AC0-05';5048.080078;1207.709961
'2001+AC0-09+AC0-04';5208.100098;1214.439941
'2001+AC0-09+AC0-03';5094.100098;1202.449951
'2001+AC0-08+AC0-31';5188.169922;1215.680054
'2001+AC0-08+AC0-30';5162.399902;1208.140015
'2001+AC0-08+AC0-29';5305;1180.180054
'2001+AC0-08+AC0-28';5308.779785;1181.52002
'2001+AC0-08+AC0-27';5406.470215;1198.780029
'2001+AC0-08+AC0-24';5387.5;1190.589966
'2001+AC0-08+AC0-23';5254.040039;1219.23999
'2001+AC0-08+AC0-22';5220.209961;1234.449951
'2001+AC0-08+AC0-21';5216.109863;1236.719971
'2001+AC0-08+AC0-20';5207.830078;1224.380005
'2001+AC0-08+AC0-17';5222.120117;1226.199951
'2001+AC0-08+AC0-16';5361.919922;1211.069946
'2001+AC0-08+AC0-15';5455.439941;1216.76001
'2001+AC0-08+AC0-14';5520.709961;1218.599976
'2001+AC0-08+AC0-13';5453.77002;1225.349976
'2001+AC0-08+AC0-10';5433.490234;1237.040039
'2001+AC0-08+AC0-09';5512.279785;1223.140015
'2001+AC0-08+AC0-08';5614.509766;1212.579956
'2001+AC0-08+AC0-07';5752.509766;1208.430054
'2001+AC0-08+AC0-06';5746.040039;1214.359985
'2001+AC0-08+AC0-03';5735.879883;1219.869995
'2001+AC0-08+AC0-02';5777.279785;1241.599976
'2001+AC0-08+AC0-01';5835.22998;1255.849976
'2001+AC0-07+AC0-31';5861.189941;1254.390015
'2001+AC0-07+AC0-30';5792.189941;1264.959961
'2001+AC0-07+AC0-27';5754.859863;1276.959961
'2001+AC0-07+AC0-26';5675.759766;1270.030029
'2001+AC0-07+AC0-25';5582.759766;1283.569946
'2001+AC0-07+AC0-23';5791.72998;1267.109985
'2001+AC0-07+AC0-20';5764.060059;1260.670044
'2001+AC0-07+AC0-19';5829.689941;1255.819946
'2001+AC0-07+AC0-18';5728.370117;1248.079956
'2001+AC0-07+AC0-17';5846.660156;1267.930054
'2001+AC0-07+AC0-16';5853.759766;1277.890015
'2001+AC0-07+AC0-13';5928.009766;1293.170044
'2001+AC0-07+AC0-12';5889.879883;1289.050049
'2001+AC0-07+AC0-11';5801.799805;1309.380005
'2001+AC0-07+AC0-10';5816.319824;1312.829956
'2001+AC0-07+AC0-09';5869.859863;1291.959961
'2001+AC0-07+AC0-06';5862.100098;1288.48999
'2001+AC0-07+AC0-05';5999.189941;1284.98999
'2001+AC0-07+AC0-03';6056.839844;1249.439941
'2001+AC0-07+AC0-02';6109.5;1248.920044
'2001+AC0-06+AC0-29';6058.379883;1245.670044
'2001+AC0-06+AC0-28';5971.77002;1255.180054
'2001+AC0-06+AC0-27';5833.100098;1255.540039
'2001+AC0-06+AC0-26';5847.790039;1261.199951
'2001+AC0-06+AC0-25';5902.319824;1263.51001
'2001+AC0-06+AC0-22';5941.77002;1266.609985
'2001+AC0-06+AC0-21';5926.379883;1248.579956
'2001+AC0-06+AC0-20';5876.040039;1267.430054
'2001+AC0-06+AC0-19';5922.529785;1266.439941
'2001+AC0-06+AC0-18';5869.040039;1249.459961
'2001+AC0-06+AC0-15';5915.180176;1253.050049
'2001+AC0-06+AC0-14';6031.27002;1234.52002
'2001+AC0-06+AC0-13';6111.939941;1228.75
'2001+AC0-06+AC0-12';6059.149902;1209.469971
'2001+AC0-06+AC0-11';6162.740234;1224.359985
'2001+AC0-06+AC0-08';6187.209961;1242.97998
'2001+AC0-06+AC0-07';6184.25;1253.689941
'2001+AC0-06+AC0-06';6192.439941;1238.160034
'2001+AC0-06+AC0-05';6242.129883;1191.810059
'2001+AC0-06+AC0-04';6177.740234;1179.680054
'2001+AC0-06+AC0-01';6125.169922;1183.5
'2001+AC0-05+AC0-31';6123.259766;1165.890015
'2001+AC0-05+AC0-30';6041.220215;1168.380005
'2001+AC0-05+AC0-29';6120.330078;1137.589966
'2001+AC0-05+AC0-28';6216.830078;1128.430054
'2001+AC0-05+AC0-25';6223.569824;1151.439941
'2001+AC0-05+AC0-24';6278.899902;1103.25
'2001+AC0-05+AC0-23';6215.25;1106.459961
'2001+AC0-05+AC0-22';6270.589844;1145.869995
'2001+AC0-05+AC0-21';6249.870117;1160.329956
'2001+AC0-05+AC0-18';6186.870117;1147.949951
'2001+AC0-05+AC0-17';6173.810059;1153.290039
'2001+AC0-05+AC0-16';6148.439941;1182.170044
'2001+AC0-05+AC0-15';6070.379883;1152.689941
'2001+AC0-05+AC0-14';6064.680176;1139.829956
'2001+AC0-05+AC0-11';6141.02002;1117.579956
'2001+AC0-05+AC0-10';6165.180176;1122.140015
'2001+AC0-05+AC0-09';6063.939941;1142.619995
'2001+AC0-05+AC0-08';6108.720215;1170.810059
'2001+AC0-05+AC0-07';6122.620117;1150.530029
'2001+AC0-05+AC0-04';6138.279785;1173.560059
'2001+AC0-05+AC0-03';6089.169922;1166.709961
'2001+AC0-05+AC0-02';6213.839844;1197.660034
'2001+AC0-04+AC0-30';6264.509766;1180.160034
'2001+AC0-04+AC0-27';6175.240234;1233.420044
'2001+AC0-04+AC0-26';6123.660156;1264.73999
'2001+AC0-04+AC0-25';6115.189941;1261.890015
'2001+AC0-04+AC0-24';6124.569824;1253.800049
'2001+AC0-04+AC0-23';6051.47998;1241.410034
'2001+AC0-04+AC0-20';6127.970215;1234.180054
'2001+AC0-04+AC0-19';6181.910156;1241.22998
'2001+AC0-04+AC0-18';6164.879883;1239.939941
'2001+AC0-04+AC0-17';5935.580078;1257.939941
'2001+AC0-04+AC0-12';6002.299805;1267.650024
'2001+AC0-04+AC0-11';5951.160156;1245.859985
'2001+AC0-04+AC0-10';5913.839844;1252.819946
'2001+AC0-04+AC0-09';5781.009766;1255.27002
'2001+AC0-04+AC0-06';5698.879883;1278.939941
'2001+AC0-04+AC0-05';5773.339844;1301.530029
'2001+AC0-04+AC0-04';5597.660156;1326.609985
'2001+AC0-04+AC0-03';5553.459961;1315.920044
'2001+AC0-04+AC0-02';5760.759766;1318.800049
'2001+AC0-03+AC0-30';5829.950195;1330.310059
'2001+AC0-03+AC0-29';5879.299805;1314.76001
'2001+AC0-03+AC0-28';5817.52002;1332.530029
'2001+AC0-03+AC0-27';5938.209961;1340.890015
'2001+AC0-03+AC0-26';5726.970215;1352.26001
'2001+AC0-03+AC0-23';5544.669922;1354.310059
'2001+AC0-03+AC0-22';5388.02002;1349.469971
'2001+AC0-03+AC0-21';5622.089844;1373.469971
'2001+AC0-03+AC0-20';5782.160156;1366.01001
'2001+AC0-03+AC0-19';5657.290039;1373.72998
'2001+AC0-03+AC0-16';5734.490234;1364.170044
'2001+AC0-03+AC0-15';5889.950195;1354.949951
'2001+AC0-03+AC0-14';5794.120117;1357.51001
'2001+AC0-03+AC0-13';5962.930176;1364.300049
'2001+AC0-03+AC0-12';6046.560059;1360.400024
'2001+AC0-03+AC0-09';6204.419922;1342.900024
'2001+AC0-03+AC0-08';6267.060059;1342.540039
'2001+AC0-03+AC0-07';6305.640137;1347.969971
'2001+AC0-03+AC0-06';6284.060059;1329.469971
'2001+AC0-03+AC0-05';6216.379883;1326.650024
'2001+AC0-03+AC0-02';6159.02002;1318.550049
'2001+AC0-03+AC0-01';6123.379883;1326.819946
'2001+AC0-02+AC0-28';6208.240234;1313.27002
'2001+AC0-02+AC0-27';6220.47998;1300.800049
'2001+AC0-02+AC0-26';6189.069824;1295.859985
'2001+AC0-02+AC0-23';6075.339844;1298.349976
'2001+AC0-02+AC0-22';6277.990234;1333.339966
'2001+AC0-02+AC0-21';6347.990234;1347.560059
'2001+AC0-02+AC0-20';6451.569824;1283.27002
'2001+AC0-02+AC0-19';6472.209961;1320.280029
'2001+AC0-02+AC0-16';6439.259766;1334.219971
'2001+AC0-02+AC0-15';6591.669922;1328.920044
'2001+AC0-02+AC0-14';6479.870117;1315.189941
'2001+AC0-02+AC0-13';6557.930176;1305.949951
'2001+AC0-02+AC0-12';6564.910156;1274.859985
'2001+AC0-02+AC0-09';6497.069824;1264.73999
'2001+AC0-02+AC0-08';6636.810059;1305.599976
'2001+AC0-02+AC0-07';6578.959961;1322.73999
'2001+AC0-02+AC0-06';6693.029785;1312.150024
'2001+AC0-02+AC0-05';6628.069824;1340.930054
'2001+AC0-02+AC0-02';6638.200195;1359.98999
'2001+AC0-02+AC0-01';6704.680176;1371.180054
'2001+AC0-01+AC0-31';6795.140137;1380.199951
'2001+AC0-01+AC0-30';6739.299805;1369.890015
'2001+AC0-01+AC0-29';6750.959961;1343.550049
'2001+AC0-01+AC0-26';6695.200195;1351.459961
'2001+AC0-01+AC0-25';6727.490234;1376.540039
'2001+AC0-01+AC0-24';6706.669922;1324.969971
'2001+AC0-01+AC0-23';6722.410156;1315.22998
'2001+AC0-01+AC0-22';6675;1314.949951
'2001+AC0-01+AC0-19';6651.529785;1341.930054
'2001+AC0-01+AC0-18';6635.759766;1336.089966
'2001+AC0-01+AC0-17';6653.379883;1348.969971
'2001+AC0-01+AC0-16';6502.890137;1341.77002
'2001+AC0-01+AC0-15';6522.870117;1322.359985
'2001+AC0-01+AC0-12';6490.029785;1347.349976
'2001+AC0-01+AC0-11';6465.209961;1342.619995
'2001+AC0-01+AC0-10';6320.069824;1367.719971
'2001+AC0-01+AC0-09';6404.52002;1372.319946
'2001+AC0-01+AC0-08';6392.169922;1389.810059
'2001+AC0-01+AC0-05';6382.310059;1382.949951
'2001+AC0-01+AC0-04';6376.540039;1351.26001
'2001+AC0-01+AC0-03';6434.959961;1365.97998
'2001+AC0-01+AC0-02';6289.819824;1400.140015
'2000+AC0-12+AC0-29';6433.609863;1409.280029
'2000+AC0-12+AC0-28';6371.640137;1431.869995
'2000+AC0-12+AC0-27';6328.160156;1432.189941
'2000+AC0-12+AC0-22';6251.399902;1426.689941
'2000+AC0-12+AC0-21';6200.709961;1428.319946
'2000+AC0-12+AC0-20';6248.759766;1421.219971
'2000+AC0-12+AC0-19';6479.279785;1429.400024
'2000+AC0-12+AC0-18';6390.25;1398.660034
'2000+AC0-12+AC0-15';6331.299805;1379.579956
'2000+AC0-12+AC0-14';6475.839844;1364.439941
'2000+AC0-12+AC0-13';6620.209961;1364.900024
'2000+AC0-12+AC0-12';6733.589844;1398.130005
'2000+AC0-12+AC0-11';6782.52002;1395.780029
'2000+AC0-12+AC0-08';6691.25;1396.930054
'2000+AC0-12+AC0-07';6583.129883;1388.76001
'2000+AC0-12+AC0-06';6622.25;1342.130005
'2000+AC0-12+AC0-05';6637.089844;1349.969971
'2000+AC0-12+AC0-04';6408.100098;1374.619995
'2000+AC0-12+AC0-01';6512.910156;1374.170044
'2000+AC0-11+AC0-30';6372.330078;1329.780029
'2000+AC0-11+AC0-29';6598.319824;1364.589966
'2000+AC0-11+AC0-28';6625.560059;1387.02002
'2000+AC0-11+AC0-27';6696.910156;1402.030029
'2000+AC0-11+AC0-24';6664.180176;1408.98999
'2000+AC0-11+AC0-23';6596.930176;1436.280029
'2000+AC0-11+AC0-22';6510.540039;1434.319946
'2000+AC0-11+AC0-21';6666.060059;1426.459961
'2000+AC0-11+AC0-20';6605.529785;1436.22998
'2000+AC0-11+AC0-17';6752.290039;1436.51001
'2000+AC0-11+AC0-16';6811.490234;1458.290039
'2000+AC0-11+AC0-15';6961.089844;1426.569946
'2000+AC0-11+AC0-14';6966.649902;1427.209961
'2000+AC0-11+AC0-13';6742.100098;1439.030029
'2000+AC0-11+AC0-10';6851.689941;1448.719971
'2000+AC0-11+AC0-09';6959.5;1449.050049
'2000+AC0-11+AC0-08';7010.200195;1451.339966
'2000+AC0-11+AC0-07';7083.700195;1459.900024
'2000+AC0-11+AC0-06';7136.299805;1444.51001
'2000+AC0-11+AC0-03';7128.27002;1465.810059
'2000+AC0-11+AC0-02';7088.640137;1480.869995
'2000+AC0-11+AC0-01';7059.069824;1484.910034
'2000+AC0-10+AC0-31';7077.439941;1481.98999
'2000+AC0-10+AC0-30';6926.569824;1489.26001
'2000+AC0-10+AC0-27';6924.680176;1494.5
'2000+AC0-10+AC0-26';6767.899902;1502.51001
'2000+AC0-10+AC0-25';6748.220215;1492.25
'2000+AC0-10+AC0-24';6802.810059;1507.079956
'2000+AC0-10+AC0-23';6620.870117;1520.77002
'2000+AC0-10+AC0-20';6615.899902;1517.680054
'2000+AC0-10+AC0-19';6619.430176;1502.589966
'2000+AC0-10+AC0-18';6470.060059;1509.839966
'2000+AC0-10+AC0-17';6531.709961;1514.089966
'2000+AC0-10+AC0-16';6627.25;1506.449951
'2000+AC0-10+AC0-13';6661.299805;1508.310059
'2000+AC0-10+AC0-12';6465.259766;1505.969971
'2000+AC0-10+AC0-11';6554.140137;1498.130005
'2000+AC0-10+AC0-10';6673.149902;1499.47998
'2000+AC0-10+AC0-09';6680.779785;1491.719971
'2000+AC0-10+AC0-06';6776.390137;1496.069946
'2000+AC0-10+AC0-05';6892.490234;1479.849976
'2000+AC0-10+AC0-04';6823.430176;1484.430054
'2000+AC0-10+AC0-02';6862.259766;1491.560059
'2000+AC0-09+AC0-29';6798.120117;1471.839966
'2000+AC0-09+AC0-28';6832.759766;1460.25
'2000+AC0-09+AC0-27';6814.060059;1472.869995
'2000+AC0-09+AC0-26';6765.040039;1482.800049
'2000+AC0-09+AC0-25';6788.689941;1479.319946
'2000+AC0-09+AC0-22';6740.25;1462.930054
'2000+AC0-09+AC0-21';6682.919922;1452.560059
'2000+AC0-09+AC0-20';6765.22998;1438.699951
'2000+AC0-09+AC0-19';6915.490234;1438.099976
'2000+AC0-09+AC0-18';6891.689941;1430.829956
'2000+AC0-09+AC0-15';6999.540039;1419.890015
'2000+AC0-09+AC0-14';7049.819824;1449.619995
'2000+AC0-09+AC0-13';7006.259766;1452.420044
'2000+AC0-09+AC0-12';7135.75;1474.469971
'2000+AC0-09+AC0-11';7214.450195;1464.290039
'2000+AC0-09+AC0-08';7261.040039;1480.189941
'2000+AC0-09+AC0-07';7373.339844;1495.569946
'2000+AC0-09+AC0-06';7329.899902;1481.959961
'2000+AC0-09+AC0-05';7391.27002;1493.73999
'2000+AC0-09+AC0-04';7445.560059;1510.48999
'2000+AC0-09+AC0-01';7344.669922;1509.97998
'2000+AC0-08+AC0-31';7244.790039;1495.839966
'2000+AC0-08+AC0-30';7192.689941;1492.920044
'2000+AC0-08+AC0-29';7294.399902;1480.880005
'2000+AC0-08+AC0-28';7339.220215;1475.619995
'2000+AC0-08+AC0-25';7307.169922;1478.900024
'2000+AC0-08+AC0-24';7230.259766;1456.670044
'2000+AC0-08+AC0-23';7232.779785;1446.22998
'2000+AC0-08+AC0-22';7249.200195;1469.540039
'2000+AC0-08+AC0-21';7199.339844;1454.599976
'2000+AC0-08+AC0-18';7232.419922;1442.390015
'2000+AC0-08+AC0-17';7278.430176;1454.819946
'2000+AC0-08+AC0-16';7315.27002;1450.550049
'2000+AC0-08+AC0-15';7307.430176;1455.310059
'2000+AC0-08+AC0-14';7331.669922;1441.47998
'2000+AC0-08+AC0-11';7322.97998;1452.180054
'2000+AC0-08+AC0-10';7280.970215;1479.130005
'2000+AC0-08+AC0-09';7226.709961;1475.949951
'2000+AC0-08+AC0-08';7143.959961;1486
'2000+AC0-08+AC0-07';7113.220215;1464.459961
'2000+AC0-08+AC0-04';7016.589844;1478.72998
'2000+AC0-08+AC0-03';7011.740234;1470.540039
'2000+AC0-08+AC0-02';7112.450195;1469.439941
'2000+AC0-08+AC0-01';7145.529785;1446
'2000+AC0-07+AC0-28';7128.299805;1456.949951
'2000+AC0-07+AC0-27';7183.439941;1461.670044
'2000+AC0-07+AC0-26';7268;1471.359985
'2000+AC0-07+AC0-25';7329.459961;1457.839966
'2000+AC0-07+AC0-24';7314.200195;1467.630005
'2000+AC0-07+AC0-21';7378.859863;1477.26001
'2000+AC0-07+AC0-20';7480.140137;1448.810059
'2000+AC0-07+AC0-19';7366.569824;1420.599976
'2000+AC0-07+AC0-18';7406.910156;1422.449951
'2000+AC0-07+AC0-17';7430.700195;1378.02002
'2000+AC0-07+AC0-14';7321.939941;1381.52002
'2000+AC0-07+AC0-13';7166.509766;1399.050049
'2000+AC0-07+AC0-12';7065.970215;1373.859985
'2000+AC0-07+AC0-11';7006.049805;1400.719971
'2000+AC0-07+AC0-10';7066.220215;1406.949951
'2000+AC0-07+AC0-07';7044.77002;1437.209961
'2000+AC0-07+AC0-06';6972.799805;1447.800049
'2000+AC0-07+AC0-05';6961.72998;1466.040039
'2000+AC0-07+AC0-03';6962.02002;1452.359985
'2000+AC0-06+AC0-30';6882.439941;1420.959961
'2000+AC0-06+AC0-29';6881.939941;1407.810059
'2000+AC0-06+AC0-28';7054.299805;1383.050049
'2000+AC0-06+AC0-27';7048.959961;1412.140015
'2000+AC0-06+AC0-26';7027.189941;1424.170044
'2000+AC0-06+AC0-23';6980.410156;1432.630005
'2000+AC0-06+AC0-22';7064.72998;1409.569946
'2000+AC0-06+AC0-21';7100.089844;1415.099976
'2000+AC0-06+AC0-20';7227.27002;1446.290039
'2000+AC0-06+AC0-19';7198.799805;1468.25
'2000+AC0-06+AC0-16';7252.580078;1452.430054
'2000+AC0-06+AC0-15';7328.620117;1464.920044
'2000+AC0-06+AC0-14';7350.939941;1460.98999
