'Date';'DAX';'S+ACY-P 500'
'2011+AC0-02+AC0-28';7272.319824;1321.869995
'2011+AC0-02+AC0-25';7185.169922;1320.880005
'2011+AC0-02+AC0-24';7130.5;1324.569946
'2011+AC0-02+AC0-23';7194.600098;1319.050049
'2011+AC0-02+AC0-22';7318.350098;1310.869995
'2011+AC0-02+AC0-21';7321.810059;1307.099976
'2011+AC0-02+AC0-18';7426.810059;1304.030029
'2011+AC0-02+AC0-17';7405.509766;1307.589966
'2011+AC0-02+AC0-16';7414.299805;1286.119995
'2011+AC0-02+AC0-15';7400.040039;1276.339966
'2011+AC0-02+AC0-14';7396.629883;1299.540039
'2011+AC0-02+AC0-11';7371.200195;1296.630005
'2011+AC0-02+AC0-10';7340.279785;1291.180054
'2011+AC0-02+AC0-09';7320.899902;1290.839966
'2011+AC0-02+AC0-08';7323.240234;1283.349976
'2011+AC0-02+AC0-07';7283.620117;1280.26001
'2011+AC0-02+AC0-04';7216.209961;1281.920044
'2011+AC0-02+AC0-03';7193.680176;1295.02002
'2011+AC0-02+AC0-02';7183.669922;1293.23999
'2011+AC0-02+AC0-01';7184.27002;1283.76001
'2011+AC0-01+AC0-31';7077.47998;1285.959961
'2011+AC0-01+AC0-28';7102.799805;1274.47998
'2011+AC0-01+AC0-27';7155.580078;1269.75
'2011+AC0-01+AC0-26';7127.350098;1271.5
'2011+AC0-01+AC0-25';7059.009766;1273.849976
'2011+AC0-01+AC0-24';7067.77002;1276.560059
'2011+AC0-01+AC0-21';7062.419922;1270.199951
'2011+AC0-01+AC0-20';7024.27002;1271.869995
'2011+AC0-01+AC0-19';7082.759766;1257.640015
'2011+AC0-01+AC0-18';7143.450195;1257.880005
'2011+AC0-01+AC0-17';7078.060059;1259.780029
'2011+AC0-01+AC0-14';7075.700195;1258.51001
'2011+AC0-01+AC0-13';7075.109863;1257.540039
'2011+AC0-01+AC0-12';7068.779785;1256.77002
'2011+AC0-01+AC0-11';6941.569824;1258.839966
'2011+AC0-01+AC0-10';6857.060059;1254.599976
'2011+AC0-01+AC0-07';6947.839844;1247.079956
'2011+AC0-01+AC0-06';6981.390137;1243.910034
'2011+AC0-01+AC0-05';6939.819824;1242.869995
'2011+AC0-01+AC0-04';6975.350098;1235.22998
'2011+AC0-01+AC0-03';6989.740234;1241.589966
'2010+AC0-12+AC0-31';6914.189941;1240.459961
'2010+AC0-12+AC0-30';6914.189941;1240.400024
'2010+AC0-12+AC0-29';6995.470215;1233
'2010+AC0-12+AC0-28';6972.100098;1228.280029
'2010+AC0-12+AC0-27';6970.72998;1223.75
'2010+AC0-12+AC0-23';7057.689941;1223.119995
'2010+AC0-12+AC0-22';7067.919922;1224.709961
'2010+AC0-12+AC0-21';7077.990234;1221.530029
'2010+AC0-12+AC0-20';7018.600098;1206.069946
'2010+AC0-12+AC0-17';6982.450195;1180.550049
'2010+AC0-12+AC0-16';7024.399902;1187.76001
'2010+AC0-12+AC0-15';7016.370117;1189.400024
'2010+AC0-12+AC0-14';7027.399902;1198.349976
'2010+AC0-12+AC0-13';7029.390137;1180.72998
'2010+AC0-12+AC0-10';7006.169922;1197.839966
'2010+AC0-12+AC0-09';6964.160156;1199.72998
'2010+AC0-12+AC0-08';6975.870117;1196.689941
'2010+AC0-12+AC0-07';7001.910156;1178.589966
'2010+AC0-12+AC0-06';6954.379883;1178.339966
'2010+AC0-12+AC0-03';6947.720215;1197.75
'2010+AC0-12+AC0-02';6957.609863;1199.209961
'2010+AC0-12+AC0-01';6866.629883;1213.540039
'2010+AC0-11+AC0-30';6688.490234;1218.709961
'2010+AC0-11+AC0-29';6697.970215;1213.400024
'2010+AC0-11+AC0-26';6848.97998;1223.25
'2010+AC0-11+AC0-25';6879.660156;1225.849976
'2010+AC0-11+AC0-24';6823.799805;1221.060059
'2010+AC0-11+AC0-23';6705;1197.959961
'2010+AC0-11+AC0-22';6822.049805;1193.569946
'2010+AC0-11+AC0-19';6843.549805;1184.380005
'2010+AC0-11+AC0-18';6832.109863;1183.26001
'2010+AC0-11+AC0-17';6700.069824;1183.780029
'2010+AC0-11+AC0-16';6663.240234;1182.449951
'2010+AC0-11+AC0-15';6790.169922;1185.640015
'2010+AC0-11+AC0-12';6734.609863;1185.619995
'2010+AC0-11+AC0-11';6723.410156;1183.079956
'2010+AC0-11+AC0-10';6719.839844;1180.26001
'2010+AC0-11+AC0-09';6787.810059;1178.170044
'2010+AC0-11+AC0-08';6750.5;1165.900024
'2010+AC0-11+AC0-05';6754.200195;1184.709961
'2010+AC0-11+AC0-04';6734.689941;1176.189941
'2010+AC0-11+AC0-03';6617.799805;1173.810059
'2010+AC0-11+AC0-02';6654.310059;1178.099976
'2010+AC0-11+AC0-01';6604.859863;1169.77002
'2010+AC0-10+AC0-29';6601.370117;1165.319946
'2010+AC0-10+AC0-28';6595.279785;1165.150024
'2010+AC0-10+AC0-27';6568;1158.060059
'2010+AC0-10+AC0-26';6613.799805;1159.969971
'2010+AC0-10+AC0-25';6639.209961;1160.75
'2010+AC0-10+AC0-22';6605.839844;1137.030029
'2010+AC0-10+AC0-21';6611.009766;1146.23999
'2010+AC0-10+AC0-20';6524.549805;1141.199951
'2010+AC0-10+AC0-19';6490.689941;1144.72998
'2010+AC0-10+AC0-18';6516.629883;1147.699951
'2010+AC0-10+AC0-15';6492.299805;1142.160034
'2010+AC0-10+AC0-14';6455.27002;1148.670044
'2010+AC0-10+AC0-13';6434.52002;1124.829956
'2010+AC0-10+AC0-12';6304.569824;1134.280029
'2010+AC0-10+AC0-11';6309.509766;1139.780029
'2010+AC0-10+AC0-08';6291.669922;1142.709961
'2010+AC0-10+AC0-07';6276.25;1125.589966
'2010+AC0-10+AC0-06';6270.72998;1124.660034
'2010+AC0-10+AC0-05';6215.830078;1125.069946
'2010+AC0-10+AC0-04';6134.209961;1121.099976
'2010+AC0-10+AC0-01';6211.339844;1121.900024
'2010+AC0-09+AC0-30';6229.02002;1109.550049
'2010+AC0-09+AC0-29';6246.919922;1104.180054
'2010+AC0-09+AC0-28';6276.089844;1098.869995
'2010+AC0-09+AC0-27';6278.890137;1091.839966
'2010+AC0-09+AC0-24';6298.299805;1104.51001
'2010+AC0-09+AC0-23';6184.709961;1090.099976
'2010+AC0-09+AC0-22';6208.330078;1080.290039
'2010+AC0-09+AC0-21';6275.97998;1049.329956
'2010+AC0-09+AC0-20';6294.580078;1048.920044
'2010+AC0-09+AC0-17';6209.759766;1064.589966
'2010+AC0-09+AC0-16';6249.649902;1047.219971
'2010+AC0-09+AC0-15';6261.870117;1055.329956
'2010+AC0-09+AC0-14';6275.410156;1051.869995
'2010+AC0-09+AC0-13';6261.680176;1067.359985
'2010+AC0-09+AC0-10';6214.77002;1071.689941
'2010+AC0-09+AC0-09';6221.52002;1075.630005
'2010+AC0-09+AC0-08';6164.439941;1094.160034
'2010+AC0-09+AC0-07';6117.890137;1092.540039
'2010+AC0-09+AC0-06';6155.040039;1079.380005
'2010+AC0-09+AC0-03';6134.620117;1079.25
'2010+AC0-09+AC0-02';6083.850098;1083.609985
'2010+AC0-09+AC0-01';6083.899902;1089.469971
'2010+AC0-08+AC0-31';5925.220215;1121.060059
'2010+AC0-08+AC0-30';5912.410156;1127.790039
'2010+AC0-08+AC0-27';5951.169922;1121.640015
'2010+AC0-08+AC0-26';5912.580078;1125.810059
'2010+AC0-08+AC0-25';5899.5;1127.23999
'2010+AC0-08+AC0-24';5935.439941;1120.459961
'2010+AC0-08+AC0-23';6010.910156;1125.859985
'2010+AC0-08+AC0-20';6005.160156;1101.599976
'2010+AC0-08+AC0-19';6075.129883;1101.530029
'2010+AC0-08+AC0-18';6186.310059;1106.130005
'2010+AC0-08+AC0-17';6206.399902;1113.839966
'2010+AC0-08+AC0-16';6110.569824;1115.01001
'2010+AC0-08+AC0-13';6110.410156;1102.660034
'2010+AC0-08+AC0-12';6135.169922;1093.670044
'2010+AC0-08+AC0-11';6154.069824;1069.589966
'2010+AC0-08+AC0-10';6286.25;1083.47998
'2010+AC0-08+AC0-09';6351.600098;1071.25
'2010+AC0-08+AC0-06';6259.629883;1064.880005
'2010+AC0-08+AC0-05';6333.580078;1096.47998
'2010+AC0-08+AC0-04';6331.330078;1095.170044
'2010+AC0-08+AC0-03';6307.910156;1095.339966
'2010+AC0-08+AC0-02';6292.129883;1078.75
'2010+AC0-07+AC0-30';6147.970215;1077.959961
'2010+AC0-07+AC0-29';6134.700195;1070.25
'2010+AC0-07+AC0-28';6178.939941;1060.27002
'2010+AC0-07+AC0-27';6207.310059;1028.060059
'2010+AC0-07+AC0-26';6194.209961;1022.580017
'2010+AC0-07+AC0-23';6166.339844;1027.369995
'2010+AC0-07+AC0-22';6142.149902;1030.709961
'2010+AC0-07+AC0-21';5990.379883;1041.23999
'2010+AC0-07+AC0-20';5967.490234;1074.569946
'2010+AC0-07+AC0-19';6009.109863;1076.76001
'2010+AC0-07+AC0-16';6040.27002;1073.689941
'2010+AC0-07+AC0-15';6149.359863;1092.040039
'2010+AC0-07+AC0-14';6209.759766;1095.310059
'2010+AC0-07+AC0-13';6191.129883;1113.199951
'2010+AC0-07+AC0-12';6077.189941;1117.51001
'2010+AC0-07+AC0-09';6065.240234;1116.040039
'2010+AC0-07+AC0-08';6035.660156;1114.609985
'2010+AC0-07+AC0-07';5992.859863;1115.22998
'2010+AC0-07+AC0-06';5940.97998;1089.630005
'2010+AC0-07+AC0-05';5816.200195;1091.599976
'2010+AC0-07+AC0-02';5834.149902;1086.839966
'2010+AC0-07+AC0-01';5857.430176;1055.689941
'2010+AC0-06+AC0-30';5965.52002;1062
'2010+AC0-06+AC0-29';5952.029785;1050.469971
'2010+AC0-06+AC0-28';6157.220215;1064.880005
'2010+AC0-06+AC0-25';6070.600098;1102.829956
'2010+AC0-06+AC0-24';6115.47998;1098.380005
'2010+AC0-06+AC0-23';6204.52002;1070.709961
'2010+AC0-06+AC0-22';6269.040039;1089.410034
'2010+AC0-06+AC0-21';6292.970215;1103.060059
'2010+AC0-06+AC0-18';6216.97998;1067.949951
'2010+AC0-06+AC0-17';6223.540039;1074.030029
'2010+AC0-06+AC0-16';6190.910156;1073.650024
'2010+AC0-06+AC0-15';6175.049805;1087.689941
'2010+AC0-06+AC0-14';6125;1071.589966
'2010+AC0-06+AC0-11';6047.830078;1115.050049
'2010+AC0-06+AC0-10';6056.589844;1120.800049
'2010+AC0-06+AC0-09';5984.75;1136.939941
'2010+AC0-06+AC0-08';5868.549805;1135.680054
'2010+AC0-06+AC0-07';5904.950195;1157.439941
'2010+AC0-06+AC0-04';5938.879883;1171.670044
'2010+AC0-06+AC0-03';6054.629883;1155.790039
'2010+AC0-06+AC0-02';5981.200195;1159.72998
'2010+AC0-06+AC0-01';5981.27002;1110.880005
'2010+AC0-05+AC0-31';5964.330078;1128.150024
'2010+AC0-05+AC0-28';5946.180176;1165.869995
'2010+AC0-05+AC0-27';5937.140137;1173.599976
'2010+AC0-05+AC0-26';5758.02002;1202.26001
'2010+AC0-05+AC0-25';5670.040039;1186.689941
'2010+AC0-05+AC0-24';5805.680176;1206.780029
'2010+AC0-05+AC0-21';5829.25;1191.359985
'2010+AC0-05+AC0-20';5867.879883;1183.709961
'2010+AC0-05+AC0-19';5988.669922;1212.050049
'2010+AC0-05+AC0-18';6155.930176;1217.280029
'2010+AC0-05+AC0-17';6066.919922;1208.670044
'2010+AC0-05+AC0-14';6056.709961;1205.939941
'2010+AC0-05+AC0-13';6251.970215;1207.170044
'2010+AC0-05+AC0-12';6183.490234;1197.52002
'2010+AC0-05+AC0-11';6037.709961;1192.130005
'2010+AC0-05+AC0-10';6017.910156;1211.670044
'2010+AC0-05+AC0-07';5715.089844;1210.650024
'2010+AC0-05+AC0-06';5908.259766;1197.300049
'2010+AC0-05+AC0-05';5958.450195;1196.47998
'2010+AC0-05+AC0-04';6006.859863;1194.369995
'2010+AC0-05+AC0-03';6166.919922;1186.439941
'2010+AC0-04+AC0-30';6135.700195;1182.449951
'2010+AC0-04+AC0-29';6144.910156;1189.439941
'2010+AC0-04+AC0-28';6084.339844;1187.439941
'2010+AC0-04+AC0-27';6159.509766;1178.099976
'2010+AC0-04+AC0-26';6332.100098;1169.430054
'2010+AC0-04+AC0-23';6259.529785;1173.27002
'2010+AC0-04+AC0-22';6168.720215;1173.219971
'2010+AC0-04+AC0-21';6230.379883;1166.589966
'2010+AC0-04+AC0-20';6264.22998;1165.72998
'2010+AC0-04+AC0-19';6162.439941;1167.719971
'2010+AC0-04+AC0-16';6180.899902;1174.170044
'2010+AC0-04+AC0-15';6291.450195;1165.810059
'2010+AC0-04+AC0-14';6278.399902;1159.900024
'2010+AC0-04+AC0-13';6230.830078;1165.829956
'2010+AC0-04+AC0-12';6250.689941;1166.209961
'2010+AC0-04+AC0-09';6249.700195;1159.459961
'2010+AC0-04+AC0-08';6171.830078;1150.51001
'2010+AC0-04+AC0-07';6222.410156;1149.98999
'2010+AC0-04+AC0-06';6252.209961;1150.23999
'2010+AC0-04+AC0-05';6235.560059;1145.609985
'2010+AC0-04+AC0-01';6235.560059;1140.449951
'2010+AC0-03+AC0-31';6153.549805;1138.5
'2010+AC0-03+AC0-30';6142.450195;1138.699951
'2010+AC0-03+AC0-29';6156.850098;1122.969971
'2010+AC0-03+AC0-26';6120.049805;1118.790039
'2010+AC0-03+AC0-25';6132.950195;1118.310059
'2010+AC0-03+AC0-24';6039;1115.709961
'2010+AC0-03+AC0-23';6017.27002;1104.48999
'2010+AC0-03+AC0-22';5987.5;1102.939941
'2010+AC0-03+AC0-19';5982.430176;1105.23999
'2010+AC0-03+AC0-18';6012.310059;1094.599976
'2010+AC0-03+AC0-17';6024.279785;1108.01001
'2010+AC0-03+AC0-16';5970.990234;1109.170044
'2010+AC0-03+AC0-15';5903.560059;1106.75
'2010+AC0-03+AC0-12';5945.109863;1099.51001
'2010+AC0-03+AC0-11';5928.629883;1094.869995
'2010+AC0-03+AC0-10';5936.720215;1075.51001
'2010+AC0-03+AC0-09';5885.890137;1078.469971
'2010+AC0-03+AC0-08';5875.910156;1068.130005
'2010+AC0-03+AC0-05';5877.359863;1070.52002
'2010+AC0-03+AC0-04';5795.319824;1056.73999
'2010+AC0-03+AC0-03';5817.879883;1066.189941
'2010+AC0-03+AC0-02';5776.560059;1063.109985
'2010+AC0-03+AC0-01';5713.509766;1097.280029
'2010+AC0-02+AC0-26';5598.459961;1103.319946
'2010+AC0-02+AC0-25';5532.330078;1089.189941
'2010+AC0-02+AC0-24';5615.509766;1073.869995
'2010+AC0-02+AC0-23';5604.069824;1084.530029
'2010+AC0-02+AC0-22';5688.439941;1097.5
'2010+AC0-02+AC0-19';5722.049805;1092.170044
'2010+AC0-02+AC0-18';5680.410156;1096.780029
'2010+AC0-02+AC0-17';5648.339844;1091.76001
'2010+AC0-02+AC0-16';5592.120117;1116.47998
'2010+AC0-02+AC0-15';5511.100098;1138.040039
'2010+AC0-02+AC0-12';5500.390137;1150.22998
'2010+AC0-02+AC0-11';5503.930176;1136.030029
'2010+AC0-02+AC0-10';5536.370117;1148.459961
'2010+AC0-02+AC0-09';5498.259766;1145.680054
'2010+AC0-02+AC0-08';5484.850098;1136.219971
'2010+AC0-02+AC0-05';5434.339844;1146.97998
'2010+AC0-02+AC0-04';5533.240234;1144.97998
'2010+AC0-02+AC0-03';5672.089844;1141.689941
'2010+AC0-02+AC0-02';5709.660156;1137.140015
'2010+AC0-02+AC0-01';5654.47998;1136.52002
'2010+AC0-01+AC0-29';5608.790039;1132.98999
'2010+AC0-01+AC0-28';5540.330078;1115.099976
'2010+AC0-01+AC0-27';5643.200195;1126.420044
'2010+AC0-01+AC0-26';5668.930176;1126.199951
'2010+AC0-01+AC0-25';5631.370117;1127.780029
'2010+AC0-01+AC0-22';5695.319824;1126.47998
'2010+AC0-01+AC0-21';5746.970215;1120.589966
'2010+AC0-01+AC0-20';5851.529785;1118.02002
'2010+AC0-01+AC0-19';5976.47998;1114.050049
'2010+AC0-01+AC0-18';5918.549805;1102.469971
'2010+AC0-01+AC0-15';5875.970215;1096.079956
'2010+AC0-01+AC0-14';5988.879883;1109.180054
'2010+AC0-01+AC0-13';5963.140137;1107.930054
'2010+AC0-01+AC0-12';5943;1114.109985
'2010+AC0-01+AC0-11';6040.5;1106.410034
'2010+AC0-01+AC0-08';6037.609863;1102.349976
'2010+AC0-01+AC0-07';6019.359863;1095.949951
'2010+AC0-01+AC0-06';6034.330078;1091.939941
'2010+AC0-01+AC0-05';6031.859863;1103.25
'2010+AC0-01+AC0-04';6048.299805;1105.97998
'2009+AC0-12+AC0-30';5957.430176;1099.920044
'2009+AC0-12+AC0-29';6011.549805;1109.23999
'2009+AC0-12+AC0-28';6002.919922;1108.859985
'2009+AC0-12+AC0-23';5957.439941;1095.630005
'2009+AC0-12+AC0-22';5945.689941;1091.48999
'2009+AC0-12+AC0-21';5930.529785;1110.630005
'2009+AC0-12+AC0-18';5831.209961;1105.650024
'2009+AC0-12+AC0-17';5844.439941;1106.23999
'2009+AC0-12+AC0-16';5903.430176;1091.380005
'2009+AC0-12+AC0-15';5811.339844;1094.900024
'2009+AC0-12+AC0-14';5802.259766;1109.800049
'2009+AC0-12+AC0-11';5756.290039;1110.319946
'2009+AC0-12+AC0-10';5709.02002;1109.300049
'2009+AC0-12+AC0-09';5647.839844;1093.47998
'2009+AC0-12+AC0-08';5688.580078;1087.23999
'2009+AC0-12+AC0-07';5784.75;1098.51001
'2009+AC0-12+AC0-04';5817.649902;1093.01001
'2009+AC0-12+AC0-03';5770.350098;1093.079956
'2009+AC0-12+AC0-02';5781.680176;1069.300049
'2009+AC0-12+AC0-01';5776.609863;1066.630005
'2009+AC0-11+AC0-30';5625.950195;1046.5
'2009+AC0-11+AC0-27';5685.609863;1045.410034
'2009+AC0-11+AC0-26';5614.169922;1042.880005
'2009+AC0-11+AC0-25';5803.02002;1036.189941
'2009+AC0-11+AC0-24';5769.310059;1066.109985
'2009+AC0-11+AC0-23';5801.47998;1042.630005
'2009+AC0-11+AC0-20';5663.149902;1063.410034
'2009+AC0-11+AC0-19';5702.180176;1066.949951
'2009+AC0-11+AC0-18';5787.609863;1079.599976
'2009+AC0-11+AC0-17';5778.430176;1092.910034
'2009+AC0-11+AC0-16';5804.819824;1081.400024
'2009+AC0-11+AC0-13';5686.830078;1091.060059
'2009+AC0-11+AC0-12';5663.959961;1097.910034
'2009+AC0-11+AC0-11';5668.350098;1087.680054
'2009+AC0-11+AC0-10';5613.200195;1096.560059
'2009+AC0-11+AC0-09';5619.720215;1092.02002
'2009+AC0-11+AC0-06';5488.25;1073.189941
'2009+AC0-11+AC0-05';5480.919922;1076.189941
'2009+AC0-11+AC0-04';5444.22998;1071.48999
'2009+AC0-11+AC0-03';5353.350098;1065.47998
'2009+AC0-11+AC0-02';5430.819824;1057.579956
'2009+AC0-10+AC0-30';5414.959961;1054.719971
'2009+AC0-10+AC0-29';5587.450195;1040.459961
'2009+AC0-10+AC0-28';5496.27002;1025.209961
'2009+AC0-10+AC0-27';5635.02002;1029.849976
'2009+AC0-10+AC0-26';5642.160156;1057.079956
'2009+AC0-10+AC0-23';5740.25;1060.609985
'2009+AC0-10+AC0-22';5762.930176;1062.97998
'2009+AC0-10+AC0-21';5833.490234;1044.380005
'2009+AC0-10+AC0-20';5811.77002;1050.780029
'2009+AC0-10+AC0-19';5852.560059;1060.869995
'2009+AC0-10+AC0-16';5743.390137;1071.660034
'2009+AC0-10+AC0-15';5830.77002;1064.660034
'2009+AC0-10+AC0-14';5854.140137;1068.300049
'2009+AC0-10+AC0-13';5714.310059;1065.48999
'2009+AC0-10+AC0-12';5783.22998;1068.76001
'2009+AC0-10+AC0-09';5711.879883;1052.630005
'2009+AC0-10+AC0-08';5716.540039;1049.339966
'2009+AC0-10+AC0-07';5640.75;1042.72998
'2009+AC0-10+AC0-06';5657.640137;1044.140015
'2009+AC0-10+AC0-05';5508.850098;1033.369995
'2009+AC0-10+AC0-02';5467.899902;1025.390015
'2009+AC0-10+AC0-01';5554.549805;1016.400024
'2009+AC0-09+AC0-30';5675.160156;1003.23999
'2009+AC0-09+AC0-29';5713.52002;994.75
'2009+AC0-09+AC0-28';5736.310059;998.039978
'2009+AC0-09+AC0-25';5581.410156;1020.619995
'2009+AC0-09+AC0-24';5605.209961;1028.930054
'2009+AC0-09+AC0-23';5702.049805;1030.97998
'2009+AC0-09+AC0-22';5709.379883;1028.119995
'2009+AC0-09+AC0-21';5668.649902;1028
'2009+AC0-09+AC0-18';5703.830078;1025.569946
'2009+AC0-09+AC0-17';5731.140137;1026.130005
'2009+AC0-09+AC0-16';5700.259766;1007.369995
'2009+AC0-09+AC0-15';5628.97998;996.460022
'2009+AC0-09+AC0-14';5620.240234;989.669983
'2009+AC0-09+AC0-11';5624.02002;979.72998
'2009+AC0-09+AC0-10';5594.77002;1004.090027
'2009+AC0-09+AC0-09';5574.259766;1012.72998
'2009+AC0-09+AC0-08';5481.72998;1005.809998
'2009+AC0-09+AC0-07';5463.509766;994.349976
'2009+AC0-09+AC0-04';5384.430176;1007.099976
'2009+AC0-09+AC0-03';5301.419922;1010.47998
'2009+AC0-09+AC0-02';5319.839844;997.080017
'2009+AC0-09+AC0-01';5327.290039;1002.719971
'2009+AC0-08+AC0-31';5458.040039;1005.650024
'2009+AC0-08+AC0-28';5517.350098;1002.630005
'2009+AC0-08+AC0-27';5470.330078;987.47998
'2009+AC0-08+AC0-26';5521.970215;986.75
'2009+AC0-08+AC0-25';5557.089844;975.150024
'2009+AC0-08+AC0-24';5519.75;979.619995
'2009+AC0-08+AC0-21';5462.740234;982.179993
'2009+AC0-08+AC0-20';5311.060059;979.26001
'2009+AC0-08+AC0-19';5231.97998;976.289978
'2009+AC0-08+AC0-18';5250.740234;954.070007
'2009+AC0-08+AC0-17';5201.609863;954.580017
'2009+AC0-08+AC0-14';5309.109863;951.130005
'2009+AC0-08+AC0-13';5401.109863;940.380005
'2009+AC0-08+AC0-12';5350.089844;940.73999
'2009+AC0-08+AC0-11';5285.810059;932.679993
'2009+AC0-08+AC0-10';5418.120117;905.840027
'2009+AC0-08+AC0-07';5458.959961;901.049988
'2009+AC0-08+AC0-06';5369.97998;879.130005
'2009+AC0-08+AC0-05';5353.009766;882.679993
'2009+AC0-08+AC0-04';5417.02002;879.559998
'2009+AC0-08+AC0-03';5426.850098;881.030029
'2009+AC0-07+AC0-31';5332.140137;898.719971
'2009+AC0-07+AC0-30';5360.660156;896.419983
'2009+AC0-07+AC0-29';5270.319824;923.330017
'2009+AC0-07+AC0-28';5174.740234;919.320007
'2009+AC0-07+AC0-27';5251.549805;927.22998
'2009+AC0-07+AC0-24';5229.359863;918.900024
'2009+AC0-07+AC0-23';5247.279785;920.26001
'2009+AC0-07+AC0-22';5121.560059;900.940002
'2009+AC0-07+AC0-21';5093.970215;895.099976
'2009+AC0-07+AC0-20';5030.149902;893.039978
'2009+AC0-07+AC0-17';4978.399902;921.22998
'2009+AC0-07+AC0-16';4957.189941;918.369995
'2009+AC0-07+AC0-15';4928.439941;910.710022
'2009+AC0-07+AC0-14';4781.689941;911.969971
'2009+AC0-07+AC0-13';4722.339844;923.719971
'2009+AC0-07+AC0-10';4576.310059;946.210022
'2009+AC0-07+AC0-09';4630.069824;944.890015
'2009+AC0-07+AC0-08';4572.649902;939.150024
'2009+AC0-07+AC0-07';4598.189941;942.429993
'2009+AC0-07+AC0-06';4651.819824;939.140015
'2009+AC0-07+AC0-03';4708.209961;940.090027
'2009+AC0-07+AC0-02';4718.490234;942.460022
'2009+AC0-07+AC0-01';4905.439941;931.76001
'2009+AC0-06+AC0-30';4808.640137;944.73999
'2009+AC0-06+AC0-29';4885.089844;942.869995
'2009+AC0-06+AC0-26';4776.470215;919.140015
'2009+AC0-06+AC0-25';4800.560059;906.830017
'2009+AC0-06+AC0-24';4836.009766;893.059998
'2009+AC0-06+AC0-23';4707.149902;910.330017
'2009+AC0-06+AC0-22';4693.399902;887
'2009+AC0-06+AC0-19';4839.459961;888.330017
'2009+AC0-06+AC0-18';4837.47998;903.469971
'2009+AC0-06+AC0-17';4799.97998;908.130005
'2009+AC0-06+AC0-16';4890.720215;909.710022
'2009+AC0-06+AC0-15';4889.939941;882.880005
'2009+AC0-06+AC0-12';5069.240234;893.070007
'2009+AC0-06+AC0-11';5107.259766;883.919983
'2009+AC0-06+AC0-10';5051.180176;908.349976
'2009+AC0-06+AC0-09';4997.859863;909.23999
'2009+AC0-06+AC0-08';5004.720215;929.22998
'2009+AC0-06+AC0-05';5077.029785;907.390015
'2009+AC0-06+AC0-04';5064.799805;919.530029
'2009+AC0-06+AC0-03';5054.529785;903.799988
'2009+AC0-06+AC0-02';5144.060059;907.23999
'2009+AC0-06+AC0-01';5142.560059;877.52002
'2009+AC0-05+AC0-29';4940.819824;872.809998
'2009+AC0-05+AC0-28';4932.879883;873.640015
'2009+AC0-05+AC0-27';5000.77002;855.159973
'2009+AC0-05+AC0-26';4985.600098;857.51001
'2009+AC0-05+AC0-25';4918.450195;866.22998
'2009+AC0-05+AC0-22';4918.75;851.919983
'2009+AC0-05+AC0-21';4900.669922;843.549988
'2009+AC0-05+AC0-20';5038.939941;850.080017
'2009+AC0-05+AC0-19';4959.620117;832.390015
'2009+AC0-05+AC0-18';4851.959961;869.599976
'2009+AC0-05+AC0-15';4737.5;865.299988
'2009+AC0-05+AC0-14';4738.470215;852.059998
'2009+AC0-05+AC0-13';4727.609863;841.5
'2009+AC0-05+AC0-12';4854.109863;858.72998
'2009+AC0-05+AC0-11';4866.910156;856.559998
'2009+AC0-05+AC0-08';4913.899902;825.159973
'2009+AC0-05+AC0-07';4804.100098;815.549988
'2009+AC0-05+AC0-06';4880.709961;835.47998
'2009+AC0-05+AC0-05';4853.029785;842.5
'2009+AC0-05+AC0-04';4902.450195;834.380005
'2009+AC0-05+AC0-01';4769.450195;811.080017
'2009+AC0-04+AC0-30';4769.450195;797.869995
'2009+AC0-04+AC0-29';4704.560059;787.530029
'2009+AC0-04+AC0-28';4607.419922;815.940002
'2009+AC0-04+AC0-27';4694.069824;832.859985
'2009+AC0-04+AC0-24';4674.319824;813.880005
'2009+AC0-04+AC0-23';4538.209961;806.119995
'2009+AC0-04+AC0-22';4594.419922;822.919983
'2009+AC0-04+AC0-21';4501.629883;768.539978
'2009+AC0-04+AC0-20';4486.299805;784.039978
'2009+AC0-04+AC0-17';4676.839844;794.349976
'2009+AC0-04+AC0-16';4609.459961;778.119995
'2009+AC0-04+AC0-15';4549.790039;753.890015
'2009+AC0-04+AC0-14';4557.009766;756.549988
'2009+AC0-04+AC0-13';4491.120117;750.73999
'2009+AC0-04+AC0-09';4491.120117;721.359985
'2009+AC0-04+AC0-08';4357.919922;719.599976
'2009+AC0-04+AC0-07';4322.5;676.530029
'2009+AC0-04+AC0-06';4349.810059;683.380005
'2009+AC0-04+AC0-03';4384.990234;682.549988
'2009+AC0-04+AC0-02';4381.919922;712.869995
'2009+AC0-04+AC0-01';4131.069824;696.330017
'2009+AC0-03+AC0-31';4084.76001;700.820007
'2009+AC0-03+AC0-30';3989.22998;735.090027
'2009+AC0-03+AC0-27';4203.549805;752.830017
'2009+AC0-03+AC0-26';4259.370117;764.900024
'2009+AC0-03+AC0-25';4223.290039;773.140015
'2009+AC0-03+AC0-24';4187.359863;743.330017
'2009+AC0-03+AC0-23';4176.370117;770.049988
'2009+AC0-03+AC0-20';4068.73999;778.940002
'2009+AC0-03+AC0-19';4043.459961;788.419983
'2009+AC0-03+AC0-18';3996.320068;789.169983
'2009+AC0-03+AC0-17';3987.77002;826.840027
'2009+AC0-03+AC0-16';4044.540039;835.190002
'2009+AC0-03+AC0-13';3953.600098;833.73999
'2009+AC0-03+AC0-12';3956.219971;827.159973
