"","h1.True","h1.Gamboost","h1.SqError_boosting","h1.AR.1.","h1.SqError_AR.1.","MSE1.MSE_boosting","MSE1.MSE_AR.1.","TheilU1","h2.True","h2.Gamboost","h2.SqError_boosting","h2.AR.1.","h2.SqError_AR.1.","MSE2.MSE_boosting","MSE2.MSE_AR.1.","TheilU2","h4.True","h4.Gamboost","h4.SqError_boosting","h4.AR.1.","h4.SqError_AR.1.","MSE4.MSE_boosting","MSE4.MSE_AR.1.","TheilU4","h8.True","h8.Gamboost","h8.SqError_boosting","h8.AR.1.","h8.SqError_AR.1.","MSE8.MSE_boosting","MSE8.MSE_AR.1.","TheilU8"
"1",0.00290085446347277,0.009851009819305,4.83046594702035e-05,0.0110490289212294,6.63927469940372e-05,3.02578481815752e-05,3.32089283385466e-05,0.65934647884247,0.00290085446347277,0.00952772818487457,4.39154553194058e-05,0.00875491847104811,3.42700654047891e-05,2.82553000116083e-05,3.04157857950176e-05,0.637154321372748,0.00290085446347277,0.00843197839932859,3.05933319937972e-05,0.0083622080473298,2.9826382967908e-05,5.80648687467169e-05,3.25126627602619e-05,0.913379785621507,0.00290085446347277,0.00797018168673248,2.5698078496482e-05,0.0082719288007919,2.88484395370081e-05,3.20645556534308e-05,3.27368528357108e-05,0.678746001925262
"2",0.0187087647932849,0.00981015157640208,7.91853171836811e-05,0.00681923538613541,0.000141360909523472,3.02578481815752e-05,3.32089283385466e-05,0.65934647884247,0.0187087647932849,0.0104430434767957,6.83221488818631e-05,0.0092375736423484,8.97034618175773e-05,2.82553000116083e-05,3.04157857950176e-05,0.637154321372748,0.0187087647932849,0.00888796656069261,9.64480779252873e-05,0.00836368482443777,0.000107020679561841,5.80648687467169e-05,3.25126627602619e-05,0.913379785621507,0.0187087647932849,0.00823996298272604,0.00010959581134876,0.00828144737837347,0.000108728948471315,3.20645556534308e-05,3.27368528357108e-05,0.678746001925262
"3",0.0012063397785198,0.0096030654676964,7.05050022992782e-05,0.0113876367613822,0.000103658808253242,3.02578481815752e-05,3.32089283385466e-05,0.65934647884247,0.0012063397785198,0.0101951993612157,8.07995965974231e-05,0.00794658603419264,4.54309195871117e-05,2.82553000116083e-05,3.04157857950176e-05,0.637154321372748,0.0012063397785198,0.00864547723978286,5.53407661675673e-05,0.00843608478904247,5.22692129171774e-05,5.80648687467169e-05,3.25126627602619e-05,0.913379785621507,0.0012063397785198,0.00775612966168281,4.28997475135844e-05,0.00832587856947271,5.06878325958831e-05,3.20645556534308e-05,3.27368528357108e-05,0.678746001925262
"4",0.00566300402171827,0.00805810612815944,5.73651410027894e-06,0.0064554127384022,6.27911574276685e-07,3.02578481815752e-05,3.32089283385466e-05,0.65934647884247,0.00566300402171827,0.00791858621252968,5.0876510195056e-06,0.00932503013781515,1.34104352749756e-05,2.82553000116083e-05,3.04157857950176e-05,0.637154321372748,0.00566300402171827,0.00798068910737409,5.37166415627145e-06,0.00854758243733146,8.32079263582152e-06,5.80648687467169e-05,3.25126627602619e-05,0.913379785621507,0.00566300402171827,0.00698925334840029,1.75893727652453e-06,0.00839360416648286,7.45617715058845e-06,3.20645556534308e-05,3.27368528357108e-05,0.678746001925262
"5",-0.00284331184422371,0.007103453137945,9.89381336104975e-05,0.00766188044298349,0.000110359064991198,3.02578481815752e-05,3.32089283385466e-05,0.65934647884247,-0.00284331184422371,0.00656629441475693,8.85406899490475e-05,0.00788444485791028,0.000115084763860181,2.82553000116083e-05,3.04157857950176e-05,0.637154321372748,-0.00284331184422371,0.00809835944997269,0.000119720170710241,0.008364251794278,0.000125609482711066,5.80648687467169e-05,3.25126627602619e-05,0.913379785621507,-0.00284331184422371,0.0088750148603094,0.000137319180754174,0.00836514885667758,0.000125629591283648,3.20645556534308e-05,3.27368528357108e-05,0.678746001925262
"6",0.00528525779096256,0.00623444980659386,9.00965482538216e-07,0.00524179412048752,1.88909065116322e-09,3.02578481815752e-05,3.32089283385466e-05,0.65934647884247,0.00528525779096256,0.00500950749486548,7.60382257976297e-08,0.00820711755371101,8.53726447316841e-06,2.82553000116083e-05,3.04157857950176e-05,0.637154321372748,0.00528525779096256,0.00650030720692898,1.47634508324034e-06,0.00858020807771082,1.08566973921424e-05,5.80648687467169e-05,3.25126627602619e-05,0.913379785621507,0.00528525779096256,0.00788155859904158,6.74077788603179e-06,0.00836479893317698,9.48357364659131e-06,3.20645556534308e-05,3.27368528357108e-05,0.678746001925262
"7",-0.00316780142291861,0.00636660928897275,9.09049876230288e-05,0.00748022593672603,0.000113380486651741,3.02578481815752e-05,3.32089283385466e-05,0.65934647884247,-0.00316780142291861,0.00558244824526319,7.65668692555158e-05,0.00746787400565928,0.000113117591822056,2.82553000116083e-05,3.04157857950176e-05,0.637154321372748,-0.00316780142291861,0.00733781447521337,0.000110367965399083,0.00837940703160519,0.000133338023092226,5.80648687467169e-05,3.25126627602619e-05,0.913379785621507,-0.00316780142291861,0.00794958378967273,0.000123596253965145,0.00840672130978925,0.000133969576489971,3.20645556534308e-05,3.27368528357108e-05,0.678746001925262
"8",0.00277434228250861,0.00842627316422222,3.19443226916679e-05,0.00504961633144589,5.17687199776744e-06,3.02578481815752e-05,3.32089283385466e-05,0.65934647884247,0.00277434228250861,0.00799479880639568,2.7253166317795e-05,0.00808450439276951,2.81978216372505e-05,2.82553000116083e-05,3.04157857950176e-05,0.637154321372748,0.00277434228250861,0.00540185940038619,6.90384620473967e-06,0.00839641092817368,3.16076558565702e-05,5.80648687467169e-05,3.25126627602619e-05,0.913379785621507,0.00277434228250861,0.00802807068149883,2.76016620903564e-05,0.00848264689770575,3.2584741579881e-05,3.20645556534308e-05,3.27368528357108e-05,0.678746001925262
"9",0.00916661333303281,0.008909533148418,6.60902213215862e-08,0.00667479074590343,6.20917980572819e-06,3.02578481815752e-05,3.32089283385466e-05,0.65934647884247,0.00916661333303281,0.00878104941816835,1.48659532445614e-07,0.00733513001862064,3.3543311309702e-06,2.82553000116083e-05,3.04157857950176e-05,0.637154321372748,0.00916661333303281,0.00774068636081783,2.03326773009019e-06,0.00824953541803794,8.41031902171351e-07,5.80648687467169e-05,3.25126627602619e-05,0.913379785621507,0.00916661333303281,0.00780446200592686,1.85545623793651e-06,0.00840168631248969,5.85113346756974e-07,3.20645556534308e-05,3.27368528357108e-05,0.678746001925262
"10",0.00549868585143187,0.00988091064027777,1.92038940999754e-05,0.00848257218313576,8.9035776405293e-06,3.02578481815752e-05,3.32089283385466e-05,0.65934647884247,0.00549868585143187,0.0104047316189732,2.40692850732101e-05,0.00776856559997411,5.15235407284216e-06,2.82553000116083e-05,3.04157857950176e-05,0.637154321372748,0.00549868585143187,0.00877697136574601,1.07471559133619e-05,0.00829666216064685,7.82867142692829e-06,5.80648687467169e-05,3.25126627602619e-05,0.913379785621507,0.00549868585143187,0.00859482805141615,9.5860965225235e-06,0.00851639624925094,9.10657604510533e-06,3.20645556534308e-05,3.27368528357108e-05,0.678746001925262
